curso,no_ies,est,mun,val
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO DOS GUARARAPES,PE,Jaboat? dos Guararapes,846.83
ENGENHARIA DE PRODU?O,CENTRO UNIVERSIT?RIO UNINOVAFAPI,PI,Teresina,846.44
ENGENHARIA MECATR?ICA,UNIVERSIDADE SALVADOR,BA,Salvador,845.19
DIREITO,Faculdade Dom Pedro II de Sergipe,BA,Salvador,844.98
ARQUITETURA E URBANISMO,FACULDADE DE TECNOLOGIA DE ALAGOAS,AL,Macei?,844.23
FARM?CIA,Centro Universit?io FACEX,RN,Natal,843.7
ENFERMAGEM,FACULDADE RAIMUNDO MARINHO,AL,Penedo,843.33
NUTRI?O,FACULDADE UNINASSAU JO? PESSOA,PB,Jo? Pessoa,842.15
COMUNICA?O SOCIAL - JORNALISMO,Faculdade de Tecnologia e Ci?cias,BA,Salvador,842.04
ENGENHARIA QU?ICA,Faculdade UNIRB - ARAPIRACA,BA,Salvador,841.44
COMUNICA?O SOCIAL,FACULDADE REINALDO RAMOS,PB,Campina Grande,840.86
CI?CIAS CONT?BEIS,FACULDADE NOVA ROMA,PE,Recife,840.13
ADMINISTRA?O,FACULDADE UNINASSAU FORTALEZA,PE,Recife,840.01
NUTRI?O,FACULDADE UNINASSAU LAURO DE FREITAS,BA,Lauro de Freitas,839.97
SISTEMAS PARA INTERNET,FACULDADE AN?IO TEIXEIRA DE FEIRA DE SANTANA,BA,Feira de Santana,839.75
COMUNICA?O SOCIAL - PUBLICIDADE E PROPAGANDA,UNIVERSIDADE TIRADENTES,SE,Aracaju,839
ENFERMAGEM,Centro Universit?io Joaquim Nabuco de Paulista,PE,Recife,837.65
EDUCA?O F?ICA,Centro Universit?io FACEX,RN,Natal,837.25
DIREITO,Faculdade da Regi? Sisaleira,BA,Concei?o do Coit?,836.9
PSICOLOGIA,FACULDADE UNINASSAU CARUARU,PE,Recife,836.28
PEDAGOGIA,UNIVERSIDADE CAT?ICA DE PERNAMBUCO,PE,Recife,836.19
DIREITO,FACULDADE DE TECNOLOGIA DE ALAGOAS,AL,Macei?,835.89
PSICOLOGIA,FACULDADE CAT?ICA DO RIO GRANDE DO NORTE,RN,Mossor?,835.63
ENFERMAGEM,FACULDADE LUCIANO FEIJ?,CE,Sobral,834.76
ENGENHARIA EL?RICA,FACULDADE UNINASSAU TERESINA,PI,Teresina,834.62
PEDAGOGIA,FACULDADE S? SALVADOR,BA,Salvador,833.3
DIREITO,FACULDADE DE CI?CIAS DE TIMBA?A,PE,Timba?ba,833
CI?CIAS BIOL?ICAS,FACULDADES INTEGRADAS DE SERGIPE,SE,Tobias Barreto,831.84
FARM?CIA,Faculdade Uninassau Fortaleza Savanah,RN,Natal,830.87
JORNALISMO,FACULDADES INTEGRADAS BARROS MELO,PE,Olinda,829.11
ENGENHARIA CIVIL,FACULDADES INTEGRADAS DA VIT?IA DE SANTO ANT?,PE,Vit?ia de Santo Ant?,826.68
ADMINISTRA?O,Centro Universit?io da Amaz?ia,PB,Campina Grande,825.3
CI?CIAS CONT?BEIS,FACULDADE FRASSINETTI DO RECIFE,PE,Recife,824.89
GASTRONOMIA,FACULDADE BATISTA BRASILEIRA,BA,Salvador,824.57
FARM?CIA,FACULDADE UNINASSAU PARNA?A,PI,Parna?a,824.4
ENGENHARIA EL?RICA,Faculdade ?rea1 Wyden,CE,Fortaleza,824.04
PSICOLOGIA,CENTRO UNIVERSIT?RIO TIRADENTES,SE,Aracaju,824
CI?CIAS ECON?ICAS,UNIVERSIDADE CAT?ICA DE PERNAMBUCO,PE,Recife,823.64
EDUCA?O F?ICA,ESCOLA BAHIANA DE MEDICINA E SA?E P?LICA,BA,Salvador,823.62
NUTRI?O,CENTRO UNIVERSIT?RIO TIRADENTES,SE,Aracaju,823.16
ENFERMAGEM,CENTRO UNIVERSIT?RIO BRASILEIRO,PE,Recife,821.56
FISIOTERAPIA,CENTRO UNIVERSIT?RIO BRASILEIRO,PE,Recife,821.56
DIREITO,CHRISTUS FACULDADE DO PIAU?,PI,Piripiri,820.33
PSICOLOGIA,FACULDADE UNINASSAU TERESINA,PI,Teresina,820.14
DIREITO,FACULDADE MARANHENSE S? JOS?DOS COCAIS,MA,Timon,820
PSICOLOGIA,INSTITUTO DE EDUCA?O SUPERIOR DA PARA?A,PB,Jo? Pessoa,818.52
ENGENHARIA MEC?ICA,FACULDADE DOM PEDRO II DE TECNOLOGIA,BA,Salvador,817.72
EST?ICA E COSM?ICA,UNIVERSIDADE DA AMAZ?IA,PB,Campina Grande,817.59
EDUCA?O F?ICA,CENTRO UNIVERSIT?RIO DO RIO GRANDE DO NORTE,RN,Natal,817.39
CI?CIAS BIOL?ICAS,CENTRO UNIVERSIT?RIO UNIFAS,BA,Lauro de Freitas,816.45
SERVI? SOCIAL,FACULDADE S? SALVADOR,BA,Salvador,815.62
EDUCA?O F?ICA,FACULDADE UNINASSAU NATAL,RN,Natal,814.87
ENFERMAGEM,FACULDADE DO NORDESTE DA BAHIA,BA,Coronel Jo? S?,814.17
DIREITO,Faculdade UNIRB - ARAPIRACA,BA,Salvador,814.04
ARQUITETURA E URBANISMO,Centro Universit?io Maur?io de Nassau de Campina Grande,PB,Campina Grande,813.68
SA?E COLETIVA,CENTRO UNIVERSIT?RIO TABOSA DE ALMEIDA,PE,Caruaru,812.57
ENGENHARIA CIVIL,Faculdade Integral Diferencial Wyden,CE,Fortaleza,811.8
SISTEMA DE INFORMA?O,FACULDADE SETE DE SETEMBRO,BA,Paulo Afonso,811.58
ENGENHARIA EL?RICA,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,811.06
ADMINISTRA?O,CENTRO UNIVERSIT?RIO CAT?ICA DE QUIXAD?,CE,Quixad?,811.02
ENFERMAGEM,FACULDADE DE TECNOLOGIA ATENEU,CE,Fortaleza,809.78
PSICOLOGIA,FACULDADE DE CI?CIAS HUMANAS E EXATAS DO SERT? DO S? FRANCISCO,PE,Bel? do S? Francisco,809.36
PEDAGOGIA,CENTRO UNIVERSIT?RIO UBIRB,BA,Salvador,808
ENFERMAGEM,"FACULDADE DE TECNOLOGIA, EDUCA?O SUPERIOR E PROFISSIONAL",PI,Teresina,807.55
ADMINISTRA?O,CENTRO UNIVERSIT?RIO FACISA,PB,Campina Grande,807.11
FARM?CIA,FACULDADE DE TECNOLOGIA E CI?CIAS DE JEQUI?,BA,Salvador,806.92
NUTRI?O,FACULDADE REGIONAL DE RIACH? DO JACU?E,BA,Riach? do Jacu?e,806.83
DIREITO,INSTITUTO DE ENSINO SUPERIOR SANTA CEC?IA,AL,Arapiraca,806.66
ARQUITETURA E URBANISMO,CENTRO UNIVERSIT?RIO SANTO AGOSTINHO,PI,Teresina,806.27
COMUNICA?O SOCIAL - PUBLICIDADE E PROPAGANDA,Centro Universit?io da Amaz?ia,PB,Campina Grande,806.1
ENGENHARIA CIVIL,FACULDADE DOM LUIS DE ORLEANS E BRAGAN?,BA,Ribeira do Pombal,805.91
FISIOTERAPIA,FACULDADE DE TECNOLOGIA DE ALAGOAS,AL,Macei?,803.71
FISIOTERAPIA,INSTITUTO DE EDUCA?O SUPERIOR DA PARA?A,PB,Jo? Pessoa,802.24
ENFERMAGEM,INSTITUTO DE EDUCA?O SUPERIOR DA PARA?A,PB,Jo? Pessoa,802.24
REDES DE COMPUTADORES,FACULDADE DO SUL,BA,Lauro de Freitas,802.15
ARQUITETURA E URBANISMO,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,800.72
ENGENHARIA DE PRODU?O,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,799.12
EDUCA?O F?ICA,FACULDADE UNINASSAU S? LU?,SE,Aracaju,798.6
SERVI? SOCIAL,CENTRO UNIVERSIT?RIO ATENEU,CE,Fortaleza,798.15
JORNALISMO,CENTRO UNIVERSIT?RIO TABOSA DE ALMEIDA,PE,Caruaru,797.22
ENFERMAGEM,FACULDADE UNINASSAU MARACANA?,PE,Recife,796.45
ADMINISTRA?O,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU,PE,Recife,793.71
BIOMEDICINA,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU DE MACEI?,PE,Recife,793.46
HIST?IA,CENTRO UNIVERSIT?RIO JORGE AMADO,BA,Salvador,793.06
NUTRI?O,FACULDADE SANTA MARIA,PB,Cajazeiras,792.13
DIREITO,Faculdade Cesmac do Sert?,AL,Macei?,791.08
DIREITO,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,791.08
DIREITO,Faculdade Cesmac do Agreste,AL,Macei?,791.08
DIREITO,INSTITUTO DE EDUCA?O SUPERIOR RAIMUNDO S?,PI,Picos,790
PSICOLOGIA,Faculdade UNIRB - ARAPIRACA,BA,Salvador,789.74
ENGENHARIA EL?RICA,CENTRO UNIVERSI?RIO UNIFTC,BA,Salvador,788.76
PSICOLOGIA,Faculdade da Regi? Sisaleira,BA,Concei?o do Coit?,788.49
COMUNICA?O SOCIAL - JORNALISMO,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU,PE,Recife,787.27
CI?CIAS CONT?BEIS,Faculdade Est?io da Para?a,PB,Jo? Pessoa,785.96
BIOMEDICINA,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,785.3
ENFERMAGEM,FACULDADE S? FRANCISCO DA PARA?A,PB,Cajazeiras,784.11
SERVI? SOCIAL,UNIVERSIDADE CAT?ICA DO SALVADOR,BA,Salvador,781.47
CI?CIAS CONT?BEIS,Centro Universit?io Fanor Wyden,CE,Fortaleza,779.47
ADMINISTRA?O,FACULDADE REINALDO RAMOS,PB,Campina Grande,779.36
NUTRI?O,INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANH?,MA,Imperatriz,778.53
ENGENHARIA DE PRODU?O,FACULDADE METROPOLITANA DA GRANDE RECIFE,PE,Jaboat? dos Guararapes,777.88
BIOMEDICINA,FACULDADE DE TECNOLOGIA DE VALEN?,BA,Valen?,777.6
PUBLICIDADE E PROPAGANDA,FACULDADES INTEGRADAS BARROS MELO,PE,Olinda,776.39
CI?CIA DA COMPUTA?O,CENTRO UNIVERSIT?RIO DE JO? PESSOA,PB,Jo? Pessoa,776.23
EDUCA?O F?ICA,FACULDADE VALE DO SALGADO,CE,Juazeiro do Norte,776.2
ADMINISTRA?O P?LICA,CENTRO UNIVERSIT?RIO TABOSA DE ALMEIDA,PE,Caruaru,776.19
PSICOLOGIA,FACULDADE DE CI?CIAS HUMANAS DE OLINDA,PE,Olinda,775.56
ENFERMAGEM,FACULDADE SANTA MARIA,PB,Cajazeiras,774.92
DIREITO,FACULDADE RAIMUNDO MARINHO,AL,Penedo,774.58
DIREITO,CENTRO UNIVERSIT?RIO FACOL,PE,Vit?ia de Santo Ant?,774
EST?ICA E COSM?ICA,UNIVERSIDADE TIRADENTES,SE,Aracaju,774
ENGENHARIA DE SOFTWARE,UNIVERSIDADE CAT?ICA DO SALVADOR,BA,Salvador,773.08
COMUNICA?O SOCIAL - PUBLICIDADE E PROPAGANDA,FACULDADE S? FRANCISCO DE JUAZEIRO,BA,Juazeiro,771.87
NUTRI?O,FACULDADE DE ENSINO SUPERIOR DE FLORIANO,PI,Floriano,771.81
SISTEMAS DE INFORMA?O,FACULDADE DE BALSAS,MA,Balsas,770.68
DIREITO,FACULDADE DE CI?CIAS HUMANAS DO SERT? CENTRAL,PE,Salgueiro,769.96
CI?CIAS CONT?BEIS,FACULDADE DE BALSAS,MA,Balsas,769.5
CI?CIAS CONT?BEIS,FACULDADE INDEPENDENTE DO NORDESTE,BA,Vit?ia da Conquista,769.38
ENFERMAGEM,FACULDADE DE TECNOLOGIA DE ALAGOAS,AL,Macei?,768.91
ENFERMAGEM,FACULDADE EVOLU?O ALTO OESTE POTIGUAR,RN,Pau dos Ferros,768
PSICOLOGIA,Faculdade de Tecnologia e Ci?cias - FTC Petrolina,BA,Salvador,767.62
NUTRI?O,FACULDADE DE CI?CIAS M?ICAS DA PARA?A,PB,Jo? Pessoa,767
SISTEMAS DE INFORMA?O,CENTRO UNIVERSI?RIO UNIFTC,BA,Salvador,766.44
ENGENHARIA AMBIENTAL E SANIT?RIA,FACULDADE FIGUEIREDO COSTA - FIC,AL,Macei?,766
ENGENHARIA DE PRODU?O,FACULDADE FIGUEIREDO COSTA - FIC,AL,Macei?,766
ENGENHARIA CIVIL,FACULDADE FIGUEIREDO COSTA - FIC,AL,Macei?,766
DIREITO,FACULDADE DE CI?CIAS HUMANAS DE PERNAMBUCO,PE,Recife,764.31
JOGOS DIGITAIS,FACULDADE UNIME DE CI?CIAS EXATAS E TECNOL?ICAS,BA,Lauro de Freitas,763.83
ENGENHARIA MEC?ICA,FACULDADE REGIONAL DE ALAGOINHAS,BA,Salvador,763.74
ADMINISTRA?O,FACULDADE DE TECNOLOGIA E CI?CIAS DE ITABUNA,BA,Salvador,763.52
COMUNICA?O SOCIAL - FOTOGRAFIA,FACULDADES INTEGRADAS BARROS MELO,PE,Olinda,762.86
ADMINISTRA?O,CENTRO UNIVERSI?RIO UNIFTC DE FEIRA DE SANTANA,BA,Salvador,762.03
FISIOTERAPIA,FACULDADE DOM LUIS DE ORLEANS E BRAGAN?,BA,Ribeira do Pombal,761.63
MEDICINA VETERIN?RIA,Faculdade de Imperatriz Wyden,MA,Imperatriz,761.36
COMUNICA?O SOCIAL - JORNALISMO,Centro Universit?io da Amaz?ia,PB,Campina Grande,760.57
ADMINISTRA?O,FACULDADE CASTRO ALVES,BA,Salvador,760.25
AN?LISE E DESENVOLVIMENTO DE SISTEMAS,FACULDADE DO MARANH?,MA,S? Lu?,760
SISTEMAS DE INFORMA?O,FACULDADE CENECISTA DE SETE LAGOAS,PB,Jo? Pessoa,760
EST?ICA E COSM?ICA,FACULDADE INDEPENDENTE DO NORDESTE,BA,Vit?ia da Conquista,759.63
ENGENHARIA MECATR?ICA,Centro Universit?io Tiradentes de Pernambuco,PE,Recife,759.38
DIREITO,FACULDADE SANT?SIMO SACRAMENTO,BA,Salvador,759.26
EDUCA?O F?ICA,UNIVERSIDADE TIRADENTES,SE,Aracaju,759
ADMINISTRA?O,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO,MA,Pa? do Lumiar,758.52
COMUNICA?O SOCIAL - PUBLICIDADE E PROPAGANDA,FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA,BA,Feira de Santana,757.51
NUTRI?O,FACULDADE DE ENSINO E CULTURA DO CEAR?,CE,Fortaleza,756.42
ADMINISTRA?O,FACULDADE CNEC SANTO ?GELO,PB,Jo? Pessoa,755.32
EDUCA?O F?ICA,UNIVERSIDADE CAT?ICA DO SALVADOR,BA,Salvador,755.1
ARQUITETURA E URBANISMO,FACULDADE DE ADMINISTRA?O E NEG?IOS DE SERGIPE,SE,Aracaju,755
EDUCA?O F?ICA,Faculdade UNIRB - ARAPIRACA,BA,Salvador,753.57
ENFERMAGEM,CENTRO UNIVERSIT?RIO UNINOVAFAPI,PI,Teresina,753
ADMINISTRA?O,Centro Universit?io Maur?io de Nassau de Salvador,BA,Salvador,752.84
ARQUITETURA E URBANISMO,FACULDADE DE TECNOLOGIA E CI?CIAS DA BAHIA,BA,Alagoinhas,752.49
FARM?CIA,FACULDADE DE TECNOLOGIA DE TERESINA,PI,Teresina,752.4
FISIOTERAPIA,FACULDADE NATALENSE DE ENSINO E CULTURA,PB,Jo? Pessoa,749.7
ENGENHARIA CIVIL,CENTRO DE ENSINO SUPERIOR DE ILH?S,BA,Ilh?s,749.52
NUTRI?O,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,749.11
PSICOLOGIA,Faculdade Unirb - Parna?a,PI,Parna?a,748.45
ADMINISTRA?O,CENTRO UNIVERSIT?RIO DA GRANDE FORTALEZA,CE,Fortaleza,748.25
EST?ICA E COSM?ICA,CENTRO UNIVERSIT?RIO UBIRB,BA,Salvador,747.98
PEDAGOGIA,FACULDADE AN?IO TEIXEIRA DE FEIRA DE SANTANA,BA,Feira de Santana,747.82
ENGENHARIA CIVIL,FACULDADE CNEC ILHA DO GOVERNADOR,PB,Jo? Pessoa,747.18
CI?CIAS ECON?ICAS,UNIVERSIDADE SALVADOR,BA,Salvador,747
DIREITO,INSTITUTO DE ENSINO SUPERIOR DE TERESINA,PI,Teresina,746.8
PSICOLOGIA,FACULDADE REGIONAL DE RIACH? DO JACU?E,BA,Riach? do Jacu?e,746.48
FARM?CIA,CENTRO UNIVERSIT?RIO BRASILEIRO,PE,Recife,745.18
FISIOTERAPIA,FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA,BA,Eun?olis,745
DESIGN DE INTERIORES,FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA,BA,Feira de Santana,745
EDUCA?O F?ICA,FACULDADE NOBRE DE FEIRA DE SANTANA,BA,Feira de Santana,745
ENFERMAGEM,FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA,BA,Eun?olis,745
EDUCA?O F?ICA,FACULDADE S? FRANCISCO DA PARA?A,PB,Cajazeiras,744.76
NUTRI?O,FACULDADE S? FRANCISCO DA PARA?A,PB,Cajazeiras,744.76
ZOOTECNIA,INSTITUTO DE ENSINO SUPERIOR M?TIPLO,MA,Timon,744.54
ENGENHARIA DE PRODU?O,FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA,BA,Feira de Santana,744.05
ENGENHARIA DE CONTROLE E AUTOMA?O,FACULDADE UNIME DE CI?CIAS EXATAS E TECNOL?ICAS,BA,Lauro de Freitas,743.86
EDUCA?O F?ICA,FACULDADE SETE DE SETEMBRO,BA,Paulo Afonso,741.6
ENFERMAGEM,FACULDADE DE ENFERMAGEM S? VICENTE DE PAULA,PB,Jo? Pessoa,741
CI?CIAS CONT?BEIS,FACULDADE SANT?SIMO SACRAMENTO,BA,Salvador,741
BIOMEDICINA,FACULDADE UNINASSAU JO? PESSOA,PB,Jo? Pessoa,740.61
LETRAS - INGL?,FACULDADE FRASSINETTI DO RECIFE,PE,Recife,737.95
COMUNICA?O SOCIAL - PUBLICIDADE E PROPAGANDA,CENTRO UNIVERSI?RIO UNIFTC,BA,Salvador,736.05
ENFERMAGEM,FACULDADES INTEGRADAS DA VIT?IA DE SANTO ANT?,PE,Vit?ia de Santo Ant?,734.69
BIOMEDICINA,FACULDADE MARIA MILZA,BA,Cruz das Almas,734.64
FARM?CIA,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,734.45
EST?ICA E COSM?ICA,CENTRO UNIVERSIT?RIO UNIFAS,BA,Lauro de Freitas,733.25
EDUCA?O F?ICA,CENTRO UNIVERSIT?RIO S? MIGUEL,PE,Recife,732.69
COMUNICA?O SOCIAL - PUBLICIDADE E PROPAGANDA,FACULDADE UNINASSAU FORTALEZA,PE,Recife,731.94
SISTEMAS DE INFORMA?O,Faculdade Unirb - Mossor?,RN,Mossor?,731.51
ENGENHARIA CIVIL,FACULDADE TERRA NORDESTE,CE,Fortaleza,731.15
ENGENHARIA DE PRODU?O,FACULDADE UNINASSAU ARACAJU,SE,Aracaju,730.54
GASTRONOMIA,CENTRO UNIVERSI?RIO UNIFTC,BA,Salvador,730.22
COMUNICA?O SOCIAL - JORNALISMO,UNIVERSIDADE TIRADENTES,SE,Aracaju,729
ENFERMAGEM,CENTRO UNIVERSIT?RIO FACOL,PE,Vit?ia de Santo Ant?,728
FISIOTERAPIA,CENTRO UNIVERSIT?RIO FACOL,PE,Vit?ia de Santo Ant?,728
FISIOTERAPIA,FACULDADE UNINASSAU LAURO DE FREITAS,BA,Lauro de Freitas,727.77
ADMINISTRA?O,INSTITUTO DE ENSINO SUPERIOR DE FORTALEZA,CE,Fortaleza,727.54
EDUCA?O F?ICA,Centro Universit?io de Ci?cias e Tecnologia do Maranh?,MA,Caxias,726.13
SERVI? SOCIAL,UNIVERSIDADE DA AMAZ?IA,PB,Campina Grande,725.83
PSICOLOGIA,FACULDADE UNINASSAU MANAUS,PE,Recife,724.34
CI?CIAS CONT?BEIS,FACULDADE DO SUL DA BAHIA,BA,Teixeira de Freitas,724.02
ADMINISTRA?O,FACULDADE SETE DE SETEMBRO,BA,Paulo Afonso,722.48
ADMINISTRA?O,Faculdade de Tecnologia e Ci?cias,BA,Salvador,721.76
FONOAUDIOLOGIA,CENTRO UNIVERSIT?RIO UNINOVAFAPI,PI,Teresina,721.65
JORNALISMO,Centro Universit?io Joaquim Nabuco de Recife,PE,Recife,721.37
ENFERMAGEM,FACULDADE UNINASSAU MANAUS,PE,Recife,721
ENFERMAGEM,FACULDADE DE ENSINO E CULTURA DO CEAR?,CE,Fortaleza,720.46
BIOMEDICINA,"FACULDADES UNIDAS DE PESQUISA, CI?CIAS E SA?E LTDA",BA,Cruz das Almas,720.21
ADMINISTRA?O,FACULDADES INTEGRADAS DE SERGIPE,SE,Tobias Barreto,718.99
PEDAGOGIA,FACULDADES INTEGRADAS DE SERGIPE,SE,Tobias Barreto,718.9
ENGENHARIA DE PRODU?O,FACULDADE CNEC ILHA DO GOVERNADOR,PB,Jo? Pessoa,718.88
FISIOTERAPIA,FACULDADE DE COMUNICA?O E TURISMO DE OLINDA,PE,Olinda,718.25
EDUCA?O F?ICA,FACULDADE DE COMUNICA?O E TURISMO DE OLINDA,PE,Olinda,718.25
ENFERMAGEM,FACULDADE DE COMUNICA?O E TURISMO DE OLINDA,PE,Olinda,718.25
NUTRI?O,FACULDADE DE COMUNICA?O E TURISMO DE OLINDA,PE,Olinda,718.25
ENGENHARIA DE PRODU?O,UNIVERSIDADE POTIGUAR,RN,Natal,717.63
CI?CIAS BIOL?ICAS,FACULDADE FRASSINETTI DO RECIFE,PE,Recife,717.03
EDUCA?O F?ICA,CENTRO UNIVERSIT?RIO CAT?ICA DE QUIXAD?,CE,Quixad?,716.72
EDUCA?O F?ICA,FACULDADE ZACARIAS DE G?S,BA,Valen?,715.29
ADMINISTRA?O,FACULDADE DE CAMPINA GRANDE,PB,Campina Grande,714.85
REDES DE COMPUTADORES,CENTRO UNIVERSIT?RIO UBIRB,BA,Salvador,713.47
EDUCA?O F?ICA,Centro Universit?io Fametro,CE,Fortaleza,712.5
PEDAGOGIA,FACULDADE S? FRANCISCO DE JUAZEIRO,BA,Juazeiro,710.16
BIOMEDICINA,FACULDADE UNINASSAU PETROLINA,PE,Recife,709.86
ENGENHARIA AMBIENTAL E SANIT?RIA,Faculdade ?rea1 Wyden,CE,Fortaleza,709.05
SERVI? SOCIAL,UNIVERSIDADE TIRADENTES,SE,Aracaju,709
CI?CIAS CONT?BEIS,FACULDADE DE CAMPINA GRANDE,PB,Campina Grande,708.99
FONOAUDIOLOGIA,CENTRO UNIVERSIT?RIO S? MIGUEL,PE,Recife,707.24
AN?LISE E DESENVOLVIMENTO DE SISTEMAS,Centro Universit?io de Ci?cias e Tecnologia do Maranh?,MA,Caxias,707.1
CI?CIAS CONT?BEIS,FACULDADE UNINASSAU TERESINA,PI,Teresina,706.82
NUTRI?O,FACULDADE EST?CIO DE TERESINA,PI,Teresina,706.36
FISIOTERAPIA,Faculdade de Tecnologia e Ci?cias,BA,Salvador,706.28
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO CAT?ICA DE QUIXAD?,CE,Quixad?,705.53
BIOMEDICINA,FACULDADE UNINASSAU NATAL,RN,Natal,705.3
PEDAGOGIA,FACULDADE CENECISTA DE CAPIVARI,PB,Jo? Pessoa,705.24
ENGENHARIA AGR?OLA E AMBIENTAL,FACULDADE TERRA NORDESTE,CE,Fortaleza,704.1
CI?CIAS BIOL?ICAS,UNIVERSIDADE TIRADENTES,SE,Aracaju,704
REDES DE COMPUTADORES,FACULDADE UNIME DE CI?CIAS EXATAS E TECNOL?ICAS,BA,Lauro de Freitas,703.89
FARM?CIA,FACULDADES INTEGRADAS DA VIT?IA DE SANTO ANT?,PE,Vit?ia de Santo Ant?,703
ENGENHARIA DE PRODU?O,CENTRO UNIVERSIT?RIO RITTER DOS REIS,PE,Jaboat? dos Guararapes,702.81
FISIOTERAPIA,FACULDADES INTEGRADAS DA VIT?IA DE SANTO ANT?,PE,Vit?ia de Santo Ant?,702.75
ADMINISTRA?O,INSTITUTO DE EDUCA?O SUPERIOR DA PARA?A,PB,Jo? Pessoa,701.66
EDUCA?O F?ICA,FACULDADE UNINASSAU CARUARU,PE,Recife,701.58
EDUCA?O F?ICA,FACULDADE REGIONAL BRASILEIRA - MACEI?,BA,Salvador,701
ARTES VISUAIS,UNIVERSIDADE DA AMAZ?IA,PB,Campina Grande,700.82
NUTRI?O,CENTRO UNIVERSIT?RIO SANTO AGOSTINHO,PI,Teresina,700.46
ADMINISTRA?O,CENTRO UNIVERSIT?RIO DE JO? PESSOA,PB,Jo? Pessoa,700.36
ENGENHARIA DE PRODU?O,Faculdade Pit?oras da Para?a,PB,Jo? Pessoa,700.31
ENGENHARIA CIVIL,FACULDADE ZACARIAS DE G?S,BA,Valen?,699.98
CI?CIAS BIOL?ICAS,UNIVERSIDADE CAT?ICA DO SALVADOR,BA,Salvador,699.16
EDUCA?O F?ICA,"FACULDADE DE FILOSOFIA, CI?CIAS E LETRAS DE CAJAZEIRAS",PB,Cajazeiras,699.14
ADMINISTRA?O,FACULDADE DE BALSAS,MA,Balsas,699.08
BIOMEDICINA,FACULDADE UNINASSAU VIT?IA DA CONQUISTA,BA,Vit?ia da Conquista,697.82
ENGENHARIA AMBIENTAL E SANIT?RIA,Centro Universit?io Favip Wyden,PE,Caruaru,696.36
ENFERMAGEM,"FACULDADES UNIDAS DE PESQUISA, CI?CIAS E SA?E LTDA",BA,Cruz das Almas,695.76
ADMINISTRA?O,FACULDADE DO MARANH?,MA,S? Lu?,694.41
SERVI? SOCIAL,FACULDADE DO MARANH?,MA,S? Lu?,694.41
PSICOLOGIA,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,694.35
SERVI? SOCIAL,CENTRO UNIVERSIT?RIO TABOSA DE ALMEIDA,PE,Caruaru,693.99
AGRONEG?IO,FACULDADE DE BALSAS,MA,Balsas,693.78
ADMINISTRA?O,FACULDADE LUCIANO FEIJ?,CE,Sobral,693.54
FISIOTERAPIA,FACULDADE DE ENSINO E CULTURA DO CEAR?,CE,Fortaleza,693.5
ARQUITETURA E URBANISMO,FACULDADE DO SUL DA BAHIA,BA,Teixeira de Freitas,692.47
NUTRI?O,INSTITUTO DE EDUCA?O SUPERIOR DA PARA?A,PB,Jo? Pessoa,692.07
ENGENHARIA CIVIL,FACULDADE DE ADMINISTRA?O E NEG?IOS DE SERGIPE,SE,Aracaju,691.8
MATEM?TICA,UNIVERSIDADE DA AMAZ?IA,PB,Campina Grande,691.71
SERVI? SOCIAL,CISNE - FACULDADE DE QUIXAD?,CE,Quixad?,691.42
SERVI? SOCIAL,CENTRO UNIVERSIT?RIO DOM PEDRO II,BA,Salvador,690.56
ENFERMAGEM,FACULDADE S? VICENTE,AL,P? de A?car,690.48
NUTRI?O,CENTRO UNIVERSIT?RIO BRASILEIRO,PE,Recife,688.84
ADMINISTRA?O,FACULDADE VISCONDE DE CAIR?,BA,Salvador,688.75
CI?CIAS CONT?BEIS,FACULDADE DE CI?CIAS CONT?BEIS,BA,Salvador,688.75
SERVI? SOCIAL,FACULDADE VISCONDE DE CAIR?,BA,Salvador,688.75
ADMINISTRA?O,FACULDADE UNINASSAU JO? PESSOA,PB,Jo? Pessoa,688.21
ENGENHARIA CIVIL,FACULDADE BRASILEIRA DE TECNOLOGIA-,BA,Salvador,688.17
SERVI? SOCIAL,Centro Universit?io de Ci?cias e Tecnologia do Maranh?,MA,Caxias,685.51
ADMINISTRA?O,FACULDADE S? FRANCISCO DE BARREIRAS - FASB,BA,Barreiras,684.95
